27532,12475.889611193943
27533,7616.257496141079
27534,5960.221578644518
27535,25574.067465123895
27536,7220.771258793298
27537,12807.194049542044
27538,3751.7616551819033
27539,7898.361326468559
27540,4778.303172129414
27541,5200.177832319781
27542,7859.257654267808
27543,4272.757822990598
27544,22101.970390514278
27545,9584.35990463015
27546,4282.999665186129
27547,7585.920273186304
27548,4398.667831326036
27549,5971.58319106083
27550,5255.591444494272
27551,8834.653762970813
27552,10790.828378930864
27553,9381.914465308431
27554,12750.22112356008
27555,16723.875997628144
27556,9772.861764668507
27557,11127.34757511603
27558,14057.99685652119
27559,9639.394600344838
27560,10854.555999791388
27561,8760.83007985737
27562,9166.443397319435
27563,12433.659066188287
27564,11177.179297407452
27565,7925.254215179007
27566,10932.394144531569
27567,10751.10626040104
27568,15599.512859105185
27569,3945.93925855027
27570,6117.563161767973
27571,14064.272559989211
27572,7838.861692397706
27573,13120.509763359558
27574,9530.875068686466
27575,10226.458225951523
27576,18533.937106469348
27577,10969.540112370716
27578,13187.033784911631
27579,22384.41164549509
27580,6558.785404247217
27581,4414.90363117874
27582,5184.286674845539
27583,10467.882260391723
27584,27965.367738521505
27585,7142.440880063258
27586,8814.762272865819
27587,7188.311861055783
27588,10815.13683761278
27589,11142.078095073772
27590,11275.125564015314
27591,24314.152421341838
27592,14654.291980528102
27593,8236.239064532023
27594,17271.515889376195
27595,7922.015427077334
27596,4990.622993061533
27597,7761.878237414614
27598,10860.53093217517
27599,13606.228096261113
27600,6940.0695226030875
27601,3788.5802578381654
27602,9939.82266551163
27603,8654.521804035854
27604,5104.261898824211
27605,6431.640139152451
27606,5305.643479958785
27607,15440.802462021617
27608,16340.10003531289
27609,15155.26031622591
27610,13151.779148235788
27611,6555.7392161533535
27612,5776.187427267553
27613,10919.119489361694
27614,14892.258531460297
27615,10442.136945118185
27616,17130.287011169312
27617,7826.6342383944875
27618,16658.461028767408
27619,17692.335845442223
27620,9122.751791918214
27621,11330.029448928803
27622,6036.896083549257
27623,7263.025432793584
27624,15258.365477606583
27625,8284.031482193574
27626,6631.897246562068
27627,11297.588057640834
27628,6853.218063168744
27629,15884.732646786471
27630,9625.258576357919
27631,13955.556072091036
27632,6458.003774423707
27633,8057.083490791902
27634,4537.448235322282
27635,15080.953954539058
27636,9792.523816574105
27637,17166.257053588542
27638,4474.463650003498
27639,7446.177350558444
27640,6264.18449826333
27641,5963.343802412582
27642,11912.99190955574
27643,11231.676970690864
27644,5992.13664603607
27645,16763.973903034588
27646,13888.985359873352
27647,14599.565241023032
27648,20999.390915950837
27649,8942.89564691593
27650,9580.638487683238
27651,7014.728264224146
27652,14575.29543701461
27653,7828.482725878815
27654,7225.631161530259
27655,9340.678590266909
27656,14118.60912744001
27657,16528.509747376345
27658,8229.088951815778
27659,12996.45172802144
27660,3388.100349209055
27661,14733.729963143169
27662,6618.698345458172
27663,14889.077854243227
27664,8232.770328585213
27665,2492.969755546054
27666,18531.78582341857
27667,8070.795282317726
27668,3134.03085869954
27669,10609.903790804941
27670,44134.06730423084
27671,6859.413523172043
